userName,score,at,content
Al Amin,3,10/4/2022 4:42,"Teruntuk Netmarble, tolong pada saat bermain usahakan kami yang user baru dipertemukan dengan user baru, begitupun sebaliknya dengan user lama, karena kartu dan pendant player baru belum bisa menyetarai player lama, Alhasil baru berapa kali putaran langsung kalah, penyesuaian bug sistem dan aplikasi mohon ditingkatkan,.klau gini bnyak yang pensi sih :""("
Lord of Anvil,3,9/28/2022 2:23,"Wah parah nih.. saya pemain lama dari 2014 dari sekian lama main sampe terakhir kalo ga salah 2016 atau 2017 terus vakum dan baru main lagi sekarang, masa banyak item yang hilang seperti dadu dari sekian banyak dadu yang saya susah payah koleksi pas main lagi malah tinggal 3 dengan 1 dadu basic(hitam putih) kemana hilangnya dadu-dadu yang sudah saya dapatkan? Bahkan saya liat dadu yang saya pernah peroleh malah di jual lagi di shop. Makin lama makin jadi fraud ni sistem game padahal dulu bagus."
Gacha Cliff,1,9/22/2022 9:43,"Gamenya makin menurun, saya kangen getrich dulu yang dimana tidak pay to win dan character/pendant masih masuk akal kelebihannya. Yang sekarang pendant"" dan character"" nya di luar nalar semua kelebihannya.. Udah gitu kita player newbie aja ketemunya sama player player pro dengan character dan pendant yang overpowered."
Muhammad Aksanal Arkam,1,9/17/2022 14:08,"Game macem apa ini!!!??? Masa iya gua baru jalan 2x, musuh jalannya bisa sampe berkali² bangun landmark di line sama, habis jalan mental bangun landmark, jalan lagi pindah ke area yg inginkan gtu aja trus. Sistem Pay to win kek anjim"
Tedi Permana,3,9/8/2022 10:35,Tolong ya kalau kasih drop item rate yg wajar gitu setiap ganti event baik pendant ataupun karakter. Matchmarking juga kalau bisa sepadan sama pendant yg kita koleksi. Please fix it game ini masih banyak diminati user-user lama.
Firhan Abdul Sidik,1,9/3/2022 20:08,"Makin ga jelas sistemnya.. Ga tau gmna cara kerja algoritmanya, battle bisa dengan top rank.. Mana musuh bisa bikin landmark tanpa bergerak, terus event event yang cuma haluu, pasti satu kartu bklan susah di dapetin mau usaha sekeras apa pun"
Daniel Fardiman Pandeirot,1,8/29/2022 15:14,"First of all gua kira ekspektasi gua devnya bakalan lebih memperbaiki lagi tapi malah lebih hancur kenapa? 1.semua card ama pandantnya gampang banget didapatin malah yang didapat langsung S+ combo,dimana ni game kalo pilih card lain malah bakalan susah ama yang free card linknya,dan bukan senang malah ancur 2.matchmakingnya yang campur newbie ama oldplayer,gua main ketitiran dibikinnya karna combo ama card musuh gak ngotak 3.AI yang ribet,padahal dulu pertama realis enak dan simpel ngeliat list"
Ikan Sepat,1,8/7/2022 7:47,"Sangat tidak rekomendasi termasuk untuk anak-anak. Game dimainkan untuk agar skill kita menungkat,game ini sangat tidak mempunyai skill. Game pay to win,dimana km hanya membeli lalu menang. Gak membutuhkan kemampuan,tpmenbutuhkan duit u tuk menang dengan membeli item. Game seharusnya memainkan skill tidak seperti ini yang hanya mengutamakan cari untung buat GM."
Kok kepo Banget,2,8/2/2022 9:16,"setelah 6 thn ga main,sekarang get rich malah sering keluar² sendiri saat lagi main. biasanya klo sinyal kurang bgus sllu auto play kenapa sekarang malah sering tiba² keluar dari game. tolong lah untuk developer Get Rich di perbaiki lagi kekurangannya & map yg dulu seperti bom di adain lagi biar makin seru lagi mainnya."
Muhammad Andre,1,7/18/2022 13:53,"Apaan sinyal bagus tapi flash sale delay mulu astaga😭 Sama satu lagi min, iklannya kok gabisa diputar noh ga selesai2 world travel gue min..ini emang bug, apa HP saya yg kentank😐 Mohon respon dong min, 3 hari lalu juga sempet email tapi gaada balesan sama sekali, trus gimana cara komunikasi antara player sama tim developer kalo gini aja gaada respon semua:("
FUAD AKBAR,1,7/6/2022 4:08,"Bagi admin. Tolong skill evo elise di buat sebagaimana mestinya karena merasa kecewa aja sudah menunggu namun yang didapat malah seperti sekarang boncos nya luar biasa, padahal card baru tapi mudah sekali di counter musuh yang pakai card lama sekalipun"
Abdhita Riefaldi,1,7/4/2022 15:13,"Dimana game yg 80% akal-akalannya Netmarble, sistemnya Pay to Win. Padahal di Leaderboard peringkatnya bisa ribuan, tapi waktu Match-making lamanya minta ampun padahal cuma nyari 3 musuh, DAN sekalinya kita keluar waktu match-making belum selesai, kita masuk di jenis game yang sama, musuhnya pun masih sama ketika ada di match-making sebelumnya. Buat yg belom download gue saranin main sama temen lu sendiri. Tambahan : sistem Gatcha-nya pun juga udah diatur sedemikian rupa oleh Netnarble."
Christyanson Christyanson,1,7/3/2022 5:57,"1. Sistem P2W nya terasa sekali, ingin dapat kartu event pun susah sekali, harus keluar uang banyak untuk dapat item event.. 2. Tidak adil dalam rate kartu, saya selalu kalah karena ada Kartu Buff. ini saya pemain lama saja merasa seperti ini apalagi untuk pemain baru, makin nyesek dah."
alexa sindria,1,7/2/2022 17:19,"Makin gangotak, gampang banget dapet kartu s+, trus ada pendant"" ga ngotak klo kita buat landmark, lawannya juga bisa buat landmark, pemain baru dilawanin sama pemain lama ga fear banget, bagus getrich dulu, sekarang jadi frik, tidak direkomendasikan ☝️"
Shofia Nurul,3,6/28/2022 16:58,"Tolong diperbaiki algoritma untuk setiap player ketika menemukan match player lainnya agar disesuaikan dengan rank character yang dipakai, karena sepertinya player baru maupun lama tidak akan bisa bermain sama sekali jiga algoritmanya terus-terusan menguntungkan player dengan character rank tinggi. Atau mungkin masukan lain, untuk player dengan rank tertentu tidak dibolehkan masuk ke league economy lagi ketika win streak nya melebihi ±7, dan hanya dibolehkan melanjutkan di league lain."
Pengguna Google,1,6/22/2022 16:46,"busett udah maen lebih dari 7 taun kaga berubahnya samsek, rate dapetin card/pendant baru gilak susah minta ampun dan itu ngabisin lebih 5k+ dm, pls kasih gw kenyamanan main ini game akun udh lvl 158 tiap event gak pernah clear, ini udah kelewat pay to win. free player kek gw cuman berharap rate dapetin material event dipermudah itu aja gak lebih. dan kalo bisa dibuat system rank biar musuhnya seimbang, thx for the suck game system netmarble. such a pay to win game literally. gk mungkin dibaca"
R Za,1,6/22/2022 14:43,"Game yg bergantung pd keberuntungan. Sangat tidak adil utk beberapa player dan sangat sulit bahkan mustahil ketika melawan musuh dgn karakter dan pendant yg sangat bagus. Pendant dan karakter.a pun sangat susah di dapat. Game yg sangat sangat mengandalkan keberuntungan. Kesimpulan.a, game ini sangat jelek"
MJK 90,1,6/22/2022 9:07,"Player lama nih gw dari awal rilis 2014, mau main lg pas nyoba dapet lawan gak seimbang, skrng card skill nya gak ngotak, enakan versi dulu pas awal rilis, klo skrng tergantung kartu sm pendant, terutama yg top up udh psti joss. Masa gw main baru 3 turn langsung bangkrut gra2 skill lawan bikin 2 bangunan lngsung jd landmark, lawan nya jg ada skill bikin landmark 1 baris & ambil alih 1 baris trus jd landmark. Kelar lah blom apa2 udh modar. Dan msih bnyak lg dah skill yg aneh2, terlalu over smua"
Muhammad Fasa,1,6/18/2022 14:51,"Berikan kami kesempatan untuk pemain baru main dan pemain lama yg sudah pensiun (karakter, pendant, dan dadu) tidak seimbang untuk lawan yang sering bermain di setiap event. Tolong ""match versus"" disesuaikan dengan alogaritma yang baik."
Muhamad Sopyan,3,6/17/2022 11:26,"Menurut saya pribadi untuk kemajuannya sekarang sudah cukup baik. namun, ada beberapa hal yang cukup mengganggu saya, yaitu event di dalamnya, dibandingkan dengan dahulu untuk drop rate mendapatkan item event sekarang ini cukup sulit dan menggunakan lebih banyak diamond, kedua sistem pencarian lawan yang mungkin tidak seimbang. saran saya untuk kedepannya tolong untuk menyesuaikan kita dan musuh agar permainannya seimbang. Mungkin ini tanggapan saya terhadap game ini. semoga semakin berkembang❤️"
rossa lina,1,6/14/2022 11:05,"jujur makin susah mengimbangi musuh kalo kita gak top-up. Bukannya adu skill malah pay to win:) main bukannya buat santai malah merasa dipaksa untuk bayar, padahal awal rilis dulu masih seru. Pikir-pikir lagi ya kalo ekosistem gamenya masih gini-gini aja bakal susah dan player lama yang mau join lagi malah susah adaptasi apalagi player baru."
safuan ulfa,1,6/11/2022 15:12,"Sebeeelllll... dapetin pendant yg bagus susahnya minta ampuuuun !!! Sukurin luu banyak yg ngasih bintang satu.. soalnya get rich yg dlu beda jauh ma yg sekarang masak blm start aja musuh udah bangun landmark berkali2 malah jalan satu langkah musuhnya udah menang dluan.. skillnya gak ngotak , gak kayak dlu sewaktu masih ada kartu a b c dan kartu s , klo get rich yg dlu mainnya pke otak . Klo skrg pke skill pendant dan kartu yg super banyak karakter yg bikin pusing buat pemain lama main lagi.."
Naufal Maulana,1,6/11/2022 14:12,"Karakternya makin ga jelas, sering ketemu musuh yg skali turn langsung menang. Eventnya juga susah bgt dikejar, udah abis 3000+ diamond dapetnya itu itu doang. Tolong sebelum buat karakter/pendant mikir dulu jangan cuman mikirin cuannya aja. Gw player old yg jaman jaman dapetin kartu S aja susah bgt tapi seru, terakhir dapet s+ zeus abis itu uninstall karena memori penuh. Pas download lg niatnya mau nostalgia malah bikin emosi. Sorry ini game rusak, algoritmanya payah."
Salsabila Mahira,2,6/10/2022 13:52,"Sebenernya game ini menarik untuk dimainkan dan di buat enjoy saja, tapi lama kelamaan main bosan juga, terlebih lagi dengan lawan yang tidak seimbang saya disini player lama, setelah login banyak sekali yang berubah terutama pada card2 yang sudah banyak skill saya ingin mencoba untuk mengerti lagi dan berusaha untuk bermain sebaik mungkin tapi yang bikin saya tidak betah yaitu kenapa lawan yang di berikan sangat sulit di batas kemampuan newbie jika bisa tlong GM di se sesuaikan untuk player new"
Ibnu Rafa Maulana,3,6/9/2022 4:35,"coba lah untuk mempertahankan konsep game monopoly seperti di awal era kejayaan game nya, saya rasa ketika mempertahankan hal itu, saya yakin rating dan ulasan pada user pasti berdampak baik ke depan nya, cause we are just want having fun, tidak adu skill siapa kartu atau pendant yang paling hebat, tetapi kenyaman bermain nya"
PackMyBag,1,6/8/2022 2:43,"Udah ga bener ini game jauh berbeda sama dulu, sekarang ada pendant yg setiap kita beli bangunan si lawan dapet duit dan setiap kita bikin landmark si lawan tiba2 bisa punya landmark juga di tepat kosong yg belum dia beli, gimana mau menang toh dia cuma diem dipenjara doang bisa punya landmark, ga jadi nostalgia yg ada bikin emosi ini game"
Adi Iswanto,3,6/2/2022 7:04,"Unninstall lah, dulu dari awal suka banged game ini, sekarang udah keluar dari real nya Monopoli, terlalu banyak item untuk memperkuat lawan, jadi klo kita gak ada card/item auto jadi bulan2an lawan. Niat ngilangin gabut kok malah makin gabut."
LF,2,5/24/2022 14:32,"Game apaan ni su, karakter sama pendant barunya op semua, karakter gw pada old"" semua jadi gk bisa nyeimbangin karakter baru, ngejar eventnya juga susah, matchnya juga gk balance, lawannya gk ngotak"" semua. Cmon lah, setidaknya ada di nerf lah karakternya, sama pendantnya juga klo bisa"
CRun Game,1,5/22/2022 7:16,"P2W game. Sangat tidak direkomendasikan. Sebagai player jaman dulu (Trisha era), saya kecewa bgt. Dari sistem matchmaking gajelas, ketemu tim lawan yang p2w semua. Dan kalau mau nyelesain event keselnya dapet bgt. RNG buat dapetin item event gajelas. Saya langsung uninstall ni game. LINE semakin lama semakin gajelas :("
Fik Fik,1,4/29/2022 21:52,"Sumpah gak jelas banget selalu ada notif "" debugging has been detected, app will be terminated."" Gak jelas lah padahal baru install pas di buka malah muncul begitu dan gak ada solusinya harus gimana ... Cari di youtube juga gak ada yang senasib ... Tod lah"
Rhama Aditya Tirta,2,4/24/2022 19:37,"Kenapa pada bagian tertentu saat ditekan tiba tiba keluar ke layar utama handphone ? dan sekarang Line Get Rich ngga seperti dulu lagi yang eventnya banyak, dice banyak, dan karakternya cuma sedikit, mapsnya sedikit juga bug nya tolong diperbaiki"
Bagas Nugraha,1,4/12/2022 19:51,"Harap di maklumin jika ketemu musuh ++ dan tak sebanding, padahal di class ekonomi, kenapa? Karna user ( pemain pada pindah game) sehingga peminat game ini semakin berkurang, jdi musuh yang ada di jumpakan otomatis walaupun gk sebanding, jdi tidak seru sih mangkannya pada pindah game lain"
Meliana,1,3/16/2022 7:40,"Habis uang banyak utk gacha, hasilnya sampah semua. Dan lama2 ga ngotak skill pemainnya, masa saya belum jalan mereka jalan terus2an kurang lebih 1menit lalu menang. Saya termasuk pemain lama yg comeback, kalau tau gini malas utk instal ulang lagi."
Abang Pandy,1,3/14/2022 14:08,"Tolong diperbaiki gamenya , perasaan dari 2014 belum konsisten urusin yang namanya Bug , saya old player sangat dirugikan dengan adanya bug , & saya bukan player gratisan .. 1.Bugnya ngk bisa pencet tombol saat sementara play .. { Sangat dirugikan bagi saya yg sering Top up } Masa dagangan untung milyaran , ngk bisa atasin bug .. Koreksi lagi gamenya .. jangan taunya dagangan mulu , gamex ngk dibenerin .. Sekali kali devx yg bermain , biar tau rasanya yg nmax Bug .. 2014 - 2022 .,"
Meysharhafiz Anhar,5,3/8/2022 11:03,"Terima kasih game get rich, dari awal saya main dan semakin berjalannya waktu pendant dan card ku semakin bagus dan kuat. Sayang gua sudah pensiun main game ini karena akun ku sudah di jual 500 ribu, alasan gua pensi karena gua gacha dapat nya ampas melulu dan pengeluaran dm semakin bertambah dan artemis tidak rilis2.. Mudahan kedepannya ada fitur para newbie/pemula mode supaya player2 baru tidak di bantai"
sabto ryan,1,3/7/2022 19:36,"Niat nya mau nostalgia ,,, mau main getrich kaya dulu yang seru nya kebangetan ... Tapi kok kesini malah tambah bobrok aja gak ada otak nya musuh nya gak seimbang... Uninstal lagi jadinya... Tolong di perbaiki seperti dulu lagi ,pasti banyak yg bakal download lagi..."
skrabel,1,3/6/2022 4:16,"Sistem penyeimbangan (balancing) yang buruk. Anda membuat game tetapi seperti tidak tahu ilmu nya saja. Salah satu aspek penting dalam game yaitu sistem balancing yang baik. Seorang pemain baru dipertemukan melawan dengan pemain baru juga, harusnya seperti itu. Namun saya tidak melihat adanya hal tersebut di game ini. Yang saya lihat hanya ada penindasan pemain baru oleh para pemain lama. Pemain baru tidak diberi kesempatan untuk berkembang. Buruk. Sangat kecewa."
Freddy Endy,1,3/2/2022 5:49,"Game yang benar benar gak seimbang , tidak ada fun sama sekali ,match yag selalu sulit ,pendant musuh yang skill nya over power dan juga kartu lawan yang seimbang, mohon pihak developer menyeimbangkan match yang selalu berat sebelah .... Saya cukup kecewa dengan pengembangan GET RICH yang sudah memikirkan player yang top up ketimbang keasikan dalam permainan... Bintang Satu untuk LINE GET RICH"
Alif Iwan Channel,2,2/28/2022 16:57,"Aku mau saran, dulu sih aku suka banget game ini tp pas semenjak game ini ada perubahan & kartu & segala pendant di hapus kan sebagian malahan ada kartu baru malah skill nya makin op deh jadi kangen banget pas masa2 ada adventure nya sama map space nya dll dan sungguh keberatan game ini no. 1 pas ada di HP ku jadi pas game ini makin banyak yg org jago team nya malah kita yg kalah padahal kartu ku aja masih permulaan jadi nya kalah deh😭😭😭"
D. EWON,1,2/25/2022 13:00,"Dulu pernah download suka banget get rich, tpi setelah saya download lgi tampilanya kurang suka bagusan yang dulu!, sekarang membingungkan trus grafisnya kayak sedikit pelit dulu efek kartunya sumpah bagus banget sering bergerak terus tpi sekarang jadi gak sering kayak jarang banget efeknya!!. Tolong dong developernya kembalikan kyk dulu bagusan yang dulu!!!"
Oktobri Akhirudin,1,2/17/2022 13:11,"Dapet musuh gak pernah ngotak skill-nya, pendant-nya, dulu game ini fun banget loh waktu kartu tertinggi masih S, sekarang terlalu jauh pengembangannya, game ini masuk ke kategori ""Pay To Win"" dimana kartu bagus didapat dari top up, sedangkan kartu gratis atau event gak ada gunanya kalau ketemu kartu-kartu itu. Mendadak ilang skill dan pendat kita, persentase 80% gak keluar keluar, sedangkan yang 40% lancar jaya. Match making juga gak seimbang, ada baiknya player indo ketemu sama indo juga."
Fahmy Nurfauji,2,2/17/2022 9:26,Saya sebagai pemain lama merasa kecewa dengan LGR sekarang enakan yang terdahulu 1. Tampilan antarmuka nya sekarang agak bingung beda kaya dulu 2. Event semakin susah untuk di selesaikan. 3. Lawan yang tidak seimbang sehingga kita player baru sukit untuk menang Saran saya tolong tampilan antarmuka/UI nya di bikin simple aja jangan terlalu ribet
Miyazono Kawori,1,2/14/2022 1:15,"Pas didalam pertandingan tiba tiba restart game sendiri, kadang layar ngefreeze sama force close padahal spesifikasi minimum memumpuni malahan bisa dibilang lebih. Dari segi gameplaynya bagus banget tapi sistem gachanya terasa menyebalkan, dan tolong untuk eventnya dibenahi lagi, saya dari dulu ikut event tapi tidak pernah selesai :)"
Muhammad Faisal,1,2/5/2022 13:22,Tolong lakukan penyesuaian karakter dan pendant... Apa pihak klian takut player yg terlalu OP protes ? .. harus ambil tindakan walaupun ada resiko . Biar game ini rame lagi.. biar main nya pake otak .. example : gimana 1 kali roll bisa win (ga lohis game nya)
Arya Sakti Adilah,1,1/29/2022 17:39,"Game nge bug, nge crash di ram 6. Yg baru main dapet card bagus bangetttttt, player lama pusinggg. Kalah muluuuuu sama player baru. 10x berturut-turut kalah. Gada sistem player yg kalah ketemu yg kalah. Maless yaaa?? Update card map pendant trosss. Sistemnya diabaikan karatan."
Tafia Putri Dwi Cahyani,1,1/29/2022 14:35,"Main game bukannya seneng malah senep. Tiap main kalah. Ketemu lawan yang udah high. Pendant nya jalan terus. Baru 1x muter dadu tapi bisa bikin 10 landmark gara2 pendant nya yg ga abis2. Gak ngotak banget! Apalagi pendant yang kurung musuh itu, padahal ga lagi di blok musuh tapi dikit2 ditarik kurung. Niat ga sih bikin game? Ngasih pendant tuh yang bener. Masak semua pendant di OP in gitu. Pantesan game nya sepi. Gajelas sistemnya"
Readi Pratama (BangCoeg),1,1/21/2022 13:16,"Baru maen lagi ketemu lawan ga balance trus cepet bnget kalahnya.. Apa lagi belum satu puteran udh bisa bikin landmark trus ketarik ke landmark musuh. Ini game udah rusak sumpah bukannya senang, enjoy malah mikin emosi!! Mendingan getrich yg dulu lagi thn 2013 ""masih awal2nya game baru"""
Iqbal Ghofarul Ghosan,1,1/16/2022 10:23,"Tolong ngotak dikit kalau ngacak musuh buat lawan main, kalau musuhnya gk imbang mulu otomatis kalah mulu, siapa juga yang mau main game kalau kalah terus, ngotak dikit bikin systemnya.... Pantes game nya sepi, roll systemnya gk ngotak, mana kartu dan pendant cuma work it buat yang pay to win, manusia-manusia gratisan apa kabar kalau caranya gini... Ngotak dikit lah, gak semua player bisa pay to win... Belajar lah dari modoo marble...."
Dhyo Phy,4,1/4/2022 17:41,"Menurut aku, minusnya ada di sistem ketemu player tertentu . Misal, setiap ketemu player dari Thailand, kebanyakan skill pendant susah buat aktif bahkan dengan rate 85% up. Dan, tolong ketika ""Find team"" agak diseimbangkan. Contoh, misalnya saya masih pemula tapi dipertemukan lawan yang pendant dan karakternya yg top 10 up. Saya rasa hal itu sangat merugikan sekali, apalagi bagi player² pemula🙏🏻 Tolong pihak dari dev segera mempertimbangkan nya, Terima kasih banyak."
Yoji Azhara,1,12/27/2021 10:06,"Buat developer game getrich, coba deh setiap update character, skill nya nggak usah kebanyakan, jadi nya pemain baru pun jadinya terlalu mudah buat dapetin char bagus tanpa ada perjuangan, kalo bisa update nya satu atau dua skill tapi skillnya keren, kayak athena,... Semoga ada tanggapan"
Prabaswara Nasywa M.,1,12/26/2021 6:16,"game pelit ga ngotak, jangan pernah top up di game ini, rugi. nguras duit doang yang digencerin, tapi gameplay ga pernah upgrade, masih banyak bug & errornya. mana sekarang skill pendant/cardnya banyak yang over power. ga rekomen buat download, apalagi pemain lama yang mau main lagi, jangan berharap banyak soalnya gamenya makin jelek."
moshi,1,12/24/2021 9:59,"Akun yang lama hilang dong padahal udah bagus bgt yg dlu. Jadi ulang lgi dri awal :) mana gamenya ga fair banget masa kita bener2 baru main udah dapet lawan yang susah2 coba, terus iklannya gabisa diputar ga ngerti lagi sma ni game, makin jelek."
Kazuya Gaming,1,12/24/2021 0:14,"Proses game nya gk seru, mending main uno. Asli lebih suka main net marble dulu. Kenapa sih yang versi komputer di hentikan. Dan sekarang main nya gk seru karena berasa singkat dan poin keberuntungan nya hilang padahal tingkat keseruan nya disitu."
John Wick,1,12/22/2021 13:39,"edited : barusan buka pake wifi ga bisa, harus pancing pake kuota dulu. GAME APAKAH INI???? makin parah loginnya. game lain yg lebih besar grafiknya aja gampang loadingnya. selalu ada tulisan ALRAM PLEASE TRY AGAIN. Pas dah masuk, buka Coupon aja bisa sampe 30 kali tekan baru muncul. Grafiknya udah diturunkan masih aja begitu. Ginilah kalau game yang cari untung doank. asli parah"
arif rohmansyah,5,12/22/2021 6:08,Setelah update.. sering lost connection.. tolong di perbaiki.. dan tidak bisa instal dengan bahasa indonesia.. terpaksa saya menggunakan bahasa inggris. Kenyamanan bermain gamenya jdi terganggu.. Update seharusnya utamakan kualitas.. bukan malah gk jelas..
Fairy Tale,5,12/18/2021 16:13,"Saya sangat menyukai game ini sejak dulu. Dan selalu memainkannya. Saua mendukung keputusan dev, tapi tolong perhatikan error yang terjadi. Misalnya tidak bisa mengirim clover atau undang teman line, membeku saat bermain, tolong perbaikannya. Dan jangan terlalu mahal harga jual material seperti legendari atau kostumnya. Jikayang berbayar hanya salah satu tidak masalah. Tapi jangan keduanya. Tolong perhatiannya ya. 🙏🙏🙏"
Andi siswanto,1,12/14/2021 16:02,"Parah gamenya tidak belance lawanya, selalu ketemu lawan yang ga sebanding. Hero yang musuhnya spiderman susah bet di kalahin ga imbang si parah dah kecewa... Kek sia sia dwonload lgr cuma buat kalah doang. Belum muter 1 round udah bisa landmark itu parah si parah banget, pengen tenar ga gtu bos bikin karakter baru tp ga sebanding buffnya"
delova qnoy,2,12/12/2021 14:05,"User lama mau komen., Baru download lg rehat 1thn. Pas udh masuk game, gila skill2 karakter+pendant, ga ngotak. Gimana user baru bisa menang klo gini. Sekarang game aja ga bsa masuk keterangannya (tidak ada internet) Maen Moba lain lancar jaya. Perbaiki game nya jika tidak mau user pindah ke lain hati."
Yesi Widamustika,1,12/11/2021 10:58,"Nggak ngerti kalau maen nya sama kartu baru pasti kalah padahal pas di awal maen ada peluang menang, tapi giliran mau di beresin maen nya pasti ada aja halangannya dari pendant nggak aktif, dadu ngaco jadi terus ke landmark lawan, oke kalo sekali dua kali tapi terus terusan gitu nggak gedeg gimana, yang lucunya semua ability nggak aktif, hasilnya kejebak sama permainan lawan, nggak lucu banget padahal sebelumnya lawannya hampir bangkrut tapi ngedadak error semua, aneh banget"
andhi exp,1,12/4/2021 13:02,"dulu seru banget game ini, sekarang dengan gampangnya landmark, bangkrut.mulai males sejak karakter alice keluar, beli langsung bisa landmark,semakin lama malah semakin gila kemampuan karakter baru dan pendantnya. auto pensi dah gk ada seru2 nya"
Albertus Satria Tama,3,12/3/2021 15:45,"Sangat berubah drastis, tolong kembalikan LGR ke jaman dulu dimana bnyk pilihan dadu,kartu player dan kartu pendant. Padahal lalu sy udah bnyk dadu dan player S+ tpi sayang dengan perubahan LGR yang sekarang. Mana dadu² dulu hasil top up diamond lagi jdi kayak rugi semuanya🤧😢"
Broto Agung Wicaksono,1,11/16/2021 0:14,"game ini menurut saya kurang bagus,karena pendantnya itu terlalu op,aku bisa dikurung atau dipindahkan ke landmard musuh secara paksa,terus masa player yang tropinya kecil lawan yang tropinya besar udah gitu pendantnya sakti2 lagi :("
Ryakuya Ryu,1,11/10/2021 23:42,Harus nya di sediakan Mode Setara nya. Biar yang free play bisa ngerasain seru nya jg. Misal kan buat mode setara yang isi nya Card serta pendart nya smua sama. Biar yg nda punya Card bagus bisa ngerasain seru nya main game yg setara
Dedy Setiawan,1,10/21/2021 22:39,"Makin lama ini game makin ngga jelas, semua matrial serba top up, top up boleh tp dgn harga yg masuk akal, lama² pensi juga main ini game. Padahal main udah dari 2014 . Ah sudahlah sistem lgr makin ngga genah, bukan nya meningkatkan dan membuat betah pemaian . Ini malah membuat pemain² pensiun dgn cara yg halus."
GOTARA,1,10/21/2021 7:10,"Sangat tidak ramah dgn player2nya, terutama sistem UP Super yg berbayar untuk mendapatkan Pendant/Card yg di eventkan. GB tidak ditindak tegas, Bug lama di FIX, Sistem Match yg kacau, dan PTW."
Soleman yuyun Nur kusuma,1,10/15/2021 5:21,"Net marble makin kesini makin nggak jelas, sekarang game get rich kenapa ada landmark bisa direbut , kenapa ada karakter / pendant yg bisa kuasai semua blok , Sekarang jadi nggak ada asyiknya sama sekali , karena tidak adil untuk semua karakter yg lain.. Masa 4 line bisa dikuasai semua oleh 1 karakter.. Paarahh !!!!!!!!!!!!!!!!! Tolong diperbaiki/dirubah.. Kalo dapetinnya gratisan dan permanen sih nggak papa.. Sampe sini pihak net'marble(get'rich) sudah paham apa belum? Makin nggak jelas 🐕"
Tirta Dj,1,10/13/2021 8:09,"Pengen main lagi kok malah makin kacau aja game nya, bener"" game pay to win, mending kalo drop rate nya tinggi ada jaminan done setiap event ngga masalah top up. Lah ini cm di PHP doang, di pancing terus biar top up ujung""nya event ngga done. Card & Pendant juga udh ngga masuk akal, main 4P 1turn udah selesai, serasa rugi aja gitu susah"" kejar event, blum main udh kelar game nya. Pengennya berkembang malah kemambang 🤣. Pikir"" lagi deh buat yg mau download."
ruhiyat leon,1,10/7/2021 6:13,"Ini rate untuk menyelesaikan event tidak ngotak lagi,tidak seperti dulu yang mudah menyelesaikan event karena rate-nya beda jauh sama yang sekarang,saya tidak mempermasalahkan soal item untuk uprade versi,yang saya mempermasalahkan itu rate buat menyelesaikan eventnya, tolong lah GM/DEV.sekarang kamipun juga kesusahan untuk ngumpulin dm karena setiap main champion league ketemu lawan yang pendant+character nya terlalu kuat,sekali lagi tolong dengarkan suara kecil dari kami ini,sukses selalu lgr."
Chevin Rendhi,1,10/4/2021 16:10,"bagus sih, tapi ngotak dikit lah. masa belum selesai satu turn uda triple colour. jangan terlalu over power kalau buat card/pendant biar gamenya lebih seru. iya sih diamond banyak gratisan tapi kalau drop rate material 0,00001 buat apa? kejar event kaya ngejar dia, suka nyakitin. next update card/pendant yang terlalu over power di nerf lah biar ga bosan² amat main game ini. juga pendant² lama meskipun 80% sering tidak aktif, apaan coba padahal pendant² baru 60% aja aktif terus."
Hawhyanus Jiwana,1,9/21/2021 20:20,"Dulu ada masa dimana semua orang menyukai game ini, tapi sekarang semua pada ilfeel karena pendant, character dan sistem pay to win yang akhirnya menurunkan kualitasnya. Tidak akan jauh berbeda dengan cookies run dkk."
Satria Ari Dimas,2,9/18/2021 9:31,"Event new pendant jgn versi super mulu ngapa.. pendant baru sering aktif juga bikin game gak balance.. mulai ada ketimpangan antara pendant biasa dan berbayar.. udah weekend battle pendant biasa yang dibanned, eh pendant berbayar bisa dipake.. kan membagongkan sekali.."
Enny Natalia,2,9/16/2021 13:07,"Uda lama banget main ini, awalnya seru dan suka banget, makin ke sini makin pay to win, udah pay juga dapetnya pada ga guna, selalu gt , saya uda pay brp kali dapetnya pada ampas, terus udah habisin 10000 diamond lebih jga ga dapet terus kartu/pendant barunya. susah susah dikumpulin tapi tetep begitu. Koneksi juga ga jelas, padahal streaming fine fine aja, masuk ke game internet error. 🙈🙈"
Wildan Al.F,1,9/15/2021 8:31,"Jadi gk seru, player yang pengen main hanya untuk hiburan jadi emosi doank main game ini... Bener bener PAY TO WIN!!!!! belum turn untuk main musuh pendant aktif trus sedangkan saat turn kita pendant gk aktif skill karakter gk aktif.... Musuh turn langsung ditarik ke area lawan... Game apa begitu cuma yang kaya yang bisa main dan bersaing"
Abi Fayra,2,9/7/2021 22:46,"Banyak sekali yang suka Line Get Rich, Hanya saja pengembangnya seperti jalam di tempat, cobalah Perbaiki, seperti Gambarnya yang HD, lebih jernih tdk pecah, Update peta batu, perbaharui semua, oasti banyak yang main lagi."
